TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1995,-83.089
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1995,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1995,-190.903
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1995,
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,1249.996
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,1254.624
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2010,133.173
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2010,143.667
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2010,173.906
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2010,282.938
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,-6646.301
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2010,24.003
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2010,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2010,24.878
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2010,
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,-45.476
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,-51.831
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1972,-408.384
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,1972,-392.959
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1972,-577.307
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,1972,-678.389
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,180.845
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1972,3.404
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1972,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1972,3.623
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1972,
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,-762.361
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,-631.2
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1990,18.506
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,1990,22.168
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1990,239.695
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,1990,287.61
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,-555.342
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1990,-135.953
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1990,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1990,-196.093
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1990,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,0.427
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,0.495
Moms,100010 Slagterier- (Anvendelse),Løbende priser,1967,1.378
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,1967,1.663
Moms,100030 Mejerier- (Anvendelse),Løbende priser,1967,0.536
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,1967,0.65
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,1277.767
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,1975,1471.82
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,1975,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,1975,685.359
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,1975,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,9.774
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,2.622
Moms,100010 Slagterier- (Anvendelse),Løbende priser,2016,5.248
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,2016,4.05
Moms,100030 Mejerier- (Anvendelse),Løbende priser,2016,9.174
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,2016,7.201
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,1313.062
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,1496.562
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2016,124.788
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2016,107.412
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2016,200.802
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2016,201.044
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,7290.679
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2012,5877.68
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2012,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2012,3506.14
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2012,
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,-64.5
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,-68.644
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1967,-13.647
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,1967,-16.628
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1967,-235.889
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,1967,-207.516
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,123.692
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1967,1.804
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1967,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1967,2.105
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1967,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,0.287
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,0.274
Moms,100010 Slagterier- (Anvendelse),Løbende priser,1975,0.0
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,1975,0.0
Moms,100030 Mejerier- (Anvendelse),Løbende priser,1975,0.0
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,1975,0.0
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,-731.752
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,-680.353
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1975,-532.039
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,1975,-439.527
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1975,-3.703
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,1975,-4.4
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,-6184.688
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2016,89.329
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2016,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2016,94.15
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2016,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,15.716
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,15.244
Moms,100010 Slagterier- (Anvendelse),Løbende priser,2012,3.088
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,2012,2.957
Moms,100030 Mejerier- (Anvendelse),Løbende priser,2012,2.022
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,2012,1.949
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,1483.009
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,1414.017
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2012,275.386
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2012,272.745
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2012,402.935
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2012,238.066
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,234.305
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1975,-0.809
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1975,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1975,3.065
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1975,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,8956.845
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2016,5846.482
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2016,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2016,3078.87
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2016,
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,-6670.142
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2012,41.793
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2012,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2012,48.579
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2012,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,869.681
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,1967,570.195
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,1967,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,1967,315.226
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,1967,
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,-7708.83
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2009,-12.885
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2009,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2009,-2.846
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2009,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,859.44
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,1966,554.06
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,1966,289.253
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,0.491
Moms,100010 Slagterier- (Anvendelse),Løbende priser,1966,1.734
Moms,100030 Mejerier- (Anvendelse),Løbende priser,1966,0.586
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,-95.883
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1966,5.555
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1966,-197.975
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,2288.335
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,1981,2731.866
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,1981,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,1981,1194.379
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,1981,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,1.133
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,0.94
Moms,100010 Slagterier- (Anvendelse),Løbende priser,1981,0.0
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,1981,0.0
Moms,100030 Mejerier- (Anvendelse),Løbende priser,1981,0.0
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,1981,0.0
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,6684.128
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2009,6051.456
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2009,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2009,3292.133
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2009,
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,112.592
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1966,1.363
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1966,1.732
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,965.369
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,992.22
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2006,122.728
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2006,122.373
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2006,203.524
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2006,191.312
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,10626.61
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2020,6498.566
