TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,18224.035
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,19694.916
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,21647.683
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,21937.306
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,23090.169
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,21605.132
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,18466.731
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,19687.183
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,20389.817
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,20071.223
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,19270.148
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,18423.82
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,17095.43
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,17041.599000000002
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,16097.01
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,17169.976
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,14213.34
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,13494.447
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,16027.931
"Produktskatter, netto ekskl. told og moms",REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,16839.166
